FORMAT:REFORMULATION					
[TEXT ID]	[TEXTE PRONONCÉ (ENGLISH)]	[TEXTE AFFICHÉ]	[PERSONNAGE]	[NOTES]	
tm_9r9vhoom5t0o8tfs		Is Marc right to send John to Marjorie before even having discussed the technical feasibility ?	APPRENANT		
tm_ce6b4a95uvwc1tln	It is possible to file a patent on a concept that hasn't been developed yet, if you make a few drawings. You just need your concept : to be a legal invention. For example, animal or plant species obtained by specific breeding can't be patented. to be new. to have an industrial application. to be inventive. It shouldn't be seen as obvious by other workers in the field.	"It is possible to file a patent on a concept that hasn't been developed yet, if you make a few drawings.

You just need your concept :

_ to be a <b>legal invention<b>. For example, animal or plant species obtained by specific breeding can't be patented.
_ to be <b>new</b>
_ to have an <b>industrial application</b>
_ to be <b>inventive</b>. It shouldn't be seen as obvious by other workers in the field."	APPRENANT		
tm_c1btadwxoh9oyf2y	These aspects will be taught in the second year Intellectual Property classes.	These aspects will be taught in the second year <b>Intellectual Property</b> classes.	APPRENANT		
tm_19xvuxmbggwiac7h	It is possible to file a patent on a concept that hasn't been developed yet, if you make a few drawings. You just need your concept : to be a legal invention. For example, animal or plant species obtained by specific breeding can't be patented. to be new. to have an industrial application. to be inventive. It shouldn't be seen as obvious by other workers in the field.	"It is possible to file a patent on a concept that hasn't been developed yet, if you make a few drawings.

You just need your concept :

_ to be a <b>legal invention<b>. For example, animal or plant species obtained by specific breeding can't be patented.
_ to be <b>new</b>
_ to have an <b>industrial application</b>
_ to be <b>inventive</b>. It shouldn't be seen as obvious by other workers in the field."	APPRENANT		
tm_0ywxu6b8tjuzxzua		John has described his invention to Marjorie. They are discussing it.	APPRENANT		
tm_zu39q16xbpom825o		Yes, John, your idea is interesting.	Marjorie		
tm_xh48s2vqy5m80dem		The technical feasability isn't my area of expertise, but have you verifed no equivalent system existed ?	Marjorie		
tm_92t21hyplvono4tk		I tried to look for it on Google, and I didn't find anything.	John		
tm_bd88umv8h689f0yb		This is not sufficient.	Marjorie		
tm_nqll6vzb0b1jvm8n		You should consult the INPI databases, and probably a few others to be sure your concept doesn't exist.	Marjorie		
tm_dcz25eqppltg20vf		And if there, I also find nothing ?	John		
tm_w3fac38auaacbinx		Then you will be able to protect your invention.	Marjorie		
tm_e1u9uudadptdv1cy		And you have a few options...	Marjorie		
tm_gn7jyocc7uzekq5q		What do you mean ?	John		
tm_fre1arkm3hcig1p1		A long discussion about patent details later...	APPRENANT		
tm_6g1yx1pm4mr72p27		And finally, if you want to go ahead, you should know you will have to make a 550 € deposit, then pay each year an increasing amount of money to maintain your patent.	Marjorie		
tm_2xjl09d3to7hisan		You probably should double check if it is worth it.	Marjorie		
tm_qneefqhkgzn7whol		And by the way, why do you want to file a patent ?	Marjorie		
tm_js14n5hmx185i80u		The Red Cross' job isn't to build drones, right ?	Marjorie		
tm_pn2bzqzq1jqqaikx		And there are other ways to protect this invention.	Marjorie		
tm_9sydqu7kdwyv3w72		Euh, true,... True, but the idea seemed interesting to me.	John		
tm_wo6zkwdfvbybep4j		On the other hand, a patent might get a bit expensive...	John		
tm_gw9p0isu609jielc		I'll think about it.	John		
tm_g69zj2w2fv7pumsg		I'll think about it	John		
tm_2al3rey3ck5etpqw		Hello you all !	Hubert		
tm_n2wbm13banhf4oce		I've asked you t come here to officially decide if we launch, or drop our drone project.	Hubert		
tm_4u102oj6klfl9y8p	I specifically red the requirements	I specifically read the requirements sheet, and the budget estimation Isabelle made.	Hubert		
tm_hclkwllklmp746wq		I suggest that Marc makes his assessment on the technical feasability, then Isabelle will develop the expected benefits.	Hubert		
tm_nfd6my20uw0mjfry		Then, we will decide together the project's future.	Hubert		
tm_44eyw25zlopwap1s		Marc, you can go ahead.	Hubert		
tm_pteqwvt4twpnd4is	Here, Hubert introduces the meeting formally. He first describes the meeting's goal, then describes the different points that will be discussed. Sometimes, introducing evryone is usefull, but in this particular case, evryone already knows each other.	"Here, Hubert introduces the meeting formally. 

He first describes the meeting's goal, then describes the different points that will be discussed.

Sometimes, introducing evryone is usefull, but in this particular case, evryone already knows each other."	APPRENANT		
tm_rxk5i13yrtyqjqr4		You will see this in the meeting management class of the second year International Week	APPRENANT		
tm_bso1msrbdh42ts1r		Hello you all !	Marc		
tm_6d7doktagkm8eszj		We worked hard to produce a result in a timely manner.	Marc		
tm_qy5qvycn2kok4mjg		I will project a diagram of the functions we retained for our drone.	Marc		
tm_x3i3stedvtf7fpyj		This functionnal set takes in account several analysis, particularly theresults of our safety, cybersecurity, and environmental impact, along with technical needs of the final users.	Marc		
tm_fkddoj8rmlp3kfgj		As you see, the result is a 15 functions octopus diagram.	Marc		
tm_zs14mv5nu2h6crq2		Their technical feasability is established, but some of them will be quite expensive to develop, and we will have to set priorities.	Marc		
tm_6yd1nl7v4lw9audc		I'm thinking more particularly about the functions that will ensure the system's safety in case of a fall in the river.	Marc		
tm_hiannypsq8e4b56j		To answer a loss of signal, I'd say we could solve it with some software.	Marc		
tm_kr12tzznyhc4l0a1		The drone will basically home in to a predefined point, if it can not detect any control signals.	Marc		
tm_ojtueezd1rvs8len		To answer a fall in the river, we should probably reinforce the structure, and make th edrone waterproof, but where to stop ?	Marc		
tm_8epbgqx3ds3wf6h0		We need to reach a compromise between making the drone as light as possible, and protect the motors, rotors, and medicines.	Marc		
tm_y2u36cgvy2nofeoe		The eco-conceptions aspects may also influence us, particularly on the material choices.	Marc		
tm_3q8nmn4n0xuroxko		For exemple, a wood structure wood be easily disposable, and probably also help us make our drone float.	Marc		
tm_obuyfb1aee1r8b1p		To make it short, the price could be tripled depending on the choices we make.	Marc		
tm_8bdncwiuwekdo0gi		I will let you, Hubert, decide what should take priority, depending on the association's strategies.	Marc		
tm_rjgaztfw9w6rg7v1	Here, Marc acts as an exemplary system engineer. He showcases functionnalities, then challenges their significance and their priorities with regards to the strategical decsion of the Direction.	"Here, Marc acts as an exemplary system engineer.

He showcases functionnalities, then challenges their significance and their priorities with regards to the strategical decsion of the Direction."	APPRENANT		
tm_r3afs6x9ohdy3bpi		Thank you Marc ! Indeed, the budget will hold an important place in this meeting.	Hubert		
tm_7cmkw4gg186fij5h		But we also have to consider other aspects, such as the public image of the Red Cross, the modernity feeling we want to spread, and last but not least the welfare of our staff.	Hubert		
tm_xs00yew2uxaxm0fy		Before taking a decision, let's hear Isabelle talk about the budget, and the need in human resources of the project.	Hubert		
tm_akrzsfsb6l6ejs7g		Isabelle, your turn.	Hubert		
tm_fagt457bomqs4rob		Thank you Hubert !	Isabelle		
tm_wlifr4tljsw9cm06		And thank you Marc for giving us this elements early on.	Isabelle		
tm_zy5sijt55djtruls		Thanks to this data, we were able to estimates the costs of our drone, in the basic configuration.	Isabelle		
tm_68joqhyip4bqsyt7		Marc and me agreed to retain all the main functions of the octopus.	Isabelle		
tm_avwsk7cfbuahy1mo		In this basic configuration, we also added the constraint functions 1 to 5, so that the drone will be able to resist destabilisations due to ground and wind effects, and could carry a two pounds payload.	Isabelle		
tm_e8q6cbwtdiqgepmx	This basic version would cost us around 1000 €.	This basic version would cost us around 1 000 €.	Isabelle		
tm_6odzlqmwex6eezx7		300 € in materials	Isabelle		
tm_3cj0mwmh0zz84vl9		and 700 € in human resources, corresponding to the works of volunteers, plus ten days of work of Marc and Mathilde who also vonlunteered for that task.	Isabelle		
tm_yh9wr6ue9gmwfb7v		Then several security levels are available :	Isabelle		
tm_g4vbffag5gciu8f5		If we want to protect our drone from a fall, we will have to take FC5 and FC6 into acount.	Isabelle		
tm_kb1kkc07k55aiavi	The new floating structure that would resist a 15 feet drop will cost us around the price of the basic version of the drone.	The new floating structure, that would resist a 15' drop, will cost us around the price of the basic version of the drone.	Isabelle		
tm_t71c99hqtp3r6wtr	So, the price doubles, and goes to 2000 €.	So, the price doubles, and goes to 2 000 €.	Isabelle		
tm_o5rljsi6tagb45kl		If we want to get another security level, and be able to recover the drone more easily, we have to add the FC8 and FC9 constraints.	Isabelle		
tm_pdkiuwqlwmsiz21j		This implies the development or purchase of an Android app to track th edrone on a map.	Isabelle		
tm_b1kox6cvvxukvqxt		We will also have to programm some more on the drone, and add a GPS tracker in it.	Isabelle		
tm_6s872f08bzfcvyw6		We need 800 € to do that.	Isabelle		
tm_8gndsz1wopu24qo8		For the functions regarding protection against piracy, we could solve it by encrypting the communications, the estimated cost is rather low at 200 €.	Isabelle		
tm_xhdokto87qpqhif1		For the environmental impact, we could mostly buy recyclable batteries, and the wooden structure described higher.	Isabelle		
tm_mnexmaxjzx7bqa6j		The estimated added cost is also low, around 200 €.	Isabelle		
tm_hte4dro5gebujowy	To sum things up, the drone will cost somewhere between 1000 and 3200 €, depending on the retained options.	To sum things up, the drone will cost somewhere between 1 000 and 3 200 €, depending on the retained options.	Isabelle		
tm_zk376cgluzn8kphm		As of the project's duration, Marc and me estimated it at 8 months, sliced in several phases we will have to develop.	Isabelle		
tm_2g59uz2lfpq9l3z8		We've also worked on a first estimation of risks.	Isabelle		
tm_e3geti2yhlqyq8h7		I can project it if you want	Isabelle		
tm_yo5z7mj9v1v26dbs		Choose Hubert's answer :	APPRENANT		
tm_5zddp3xnmp6xqvl9		No, I trust you.	Hubert		
tm_3t1jc7bfeqy632pe		Yes, please !	Hubert		
tm_myaz42p24fyxrubv		"This agreement on the planification, and budget between Marc and Isabelle is very important.

It is essential that the project leader, and the system engineer share the same vision of the project's complexity, and of the associated budget.

Close coordination beween these two is therefore essential."	APPRENANT		
tm_gti0ojt7axf9kpps	How to manage risks is taught in the Risk Management Process of the INCOSE handbook.	"How to manage risks is taught in the ""<b>Risk Management Process</b>"" of the INCOSE handbook."	APPRENANT		
tm_l2g21j5sge97i0ut		There it is.	Isabelle		
tm_21iv1o2h42zgm9pw		The three major risks are : ordering components, weather during the outdoors tests, and components breaking during the tests.	Isabelle		
tm_oqcll82i4cgomn8a		The ordering process is a risk factor, because our administration is a bit heavy, and materials delivering time can be rather long.	Isabelle		
tm_1u156elwwc1nm7wd		Especially the motors and the micontrollers...	Isabelle		
tm_box1vdd57ykv3x6r		Weather conditions, because the rainy season is coming, and rain will prevent us from testing our drones outside.	Isabelle		
tm_1ql8k4s9mobd2492		Finally, components breaking, because the piloting during the tests might be approximative, and we will do some stress tests.	Isabelle		
tm_5z4nl8h2sye5a65k		We will certainly break a few rotors, and burn some motors.	Isabelle		
tm_0nhdavq8hwjyyf9r		What measures do you advise to lessen these risks ?	Hubert		
tm_o1exz2jnfivi0sjj		Well, for components, we will order the most critical ones, as soon as the end of this week, if the projet gets approved.	Isabelle		
tm_bxk7am1mcj5uite9		We will use two different providers for each component.	Isabelle		
tm_ykhchmj8k338n8ya		If we get lucky, one provider will be faster than the other.	Isabelle		
tm_tg67mb1jpzb65o0i		For the third risk, we will buy several packages of rotors with diffrent sizes, and order doubl the amount of motors and controllers we need.	Isabelle		
tm_z5phc0xf3isbgys5		Finally, to answer the second risk, we're searching for a closed down factory with an intact roof.	Isabelle		
tm_beh99tg2ob2ni5kb		That way, we could do our flight tests, even if it's raining for days.	Isabelle		
tm_wtacqs65jq3g06tm		Won't these additionnal orders rise our budget ?	Hubert		
tm_ez1z5iv3b070xspy		"They're already included in the previous budget estiamations, labelled as ""provision for project risk""."	Isabelle		
tm_gtcbf4r6vojnsa66		Great ! This seems extremely professional.	Hubert		
tm_w1c8awst5cw0f3rc		Thank you very much Isabelle for this synthesis !	Hubert		
tm_p702kalzxf4g2mi2		Well, the debate is opened.	Hubert		
tm_f6khdz2ok4je1ve3		Who has anything to say ?	Hubert		
tm_bgb5bazzbj7d94jn		Well, it seems to me that, in the costs, a point was forgotten about.	Émilie		
tm_2pduui2hrutk1ygd		"As I told Isabelle, I already piloted some drones in the ENAC, inside the ""volière""."	Émilie		
tm_emku1y33ff9793yq		But here, I think it will be a bit more demanding, and that a dedicated training is required.	Émilie		
tm_65s2gzvvhyzgqqxg		"In most projects, training to use the new system is of paramount importance.

It is sadly often overlooked or forgotten..."	APPRENANT		
tm_1sv9c0vabym0ade5		Yes, indeed, good point !	Hubert		
tm_fnzzgum1ptmls9zc		Do you have an idea of the cost of such a training ?	Hubert		
tm_fhuwnoynh60rju4m		Well... There is the problem...	Émilie		
tm_4dglpcyg18qxx56b		It costs quite a lot.	Émilie		
tm_vtxfot7jtuero7ef		I looked it up on Internet, and the cheapest one I found was a three day course for 950 €.	Émilie		
tm_sucei1x5npx5zk6y		Ouch... How many pilots do we need ?	Hubert		
tm_zd934975owhgq5lb		Well, at least two, I'm willing to do it, but I won't do every run !	Émilie		
tm_w7gvlc4ytl4vyca6		And then, there's also Édouard, the nephew of Bamalowi's chief...	Émilie		
tm_vetszzz6fjpl2g8j		You're right, I totally forgot to mention it !	Isabelle		
tm_mt9usrhvdwycp1je	So, if I understand right, we need to add 3000 € to this project ?	So, if I understand right, we need to add 3 000 € to this project ?	Hubert		
tm_ig8jgo1di0b7sxnc		Any other points ?	Hubert		
tm_kf3i3979qt8i3250		Yes, you were talking about the welfare of the personnel.	Odile		
tm_uzwn3ej5hv6q4aya		And I'd like to insist on that point.	Odile		
tm_jmydfs6im4bvddu6		This project, for me and my colleagues, is the hope to gain a lot of comfort during the runs.	Odile		
tm_3phsmu4hue5b5shs		This detour by the Bisotu bridge costs us dearly.	Odile		
tm_tf2x6ctgvxhshy2b		We get thrown around in our truck, and just the idea that we will have to come back by the same track makes my back hurt.	Odile		
tm_ypsz0uw16nr33j88		So we say yes, we will gladly spend more time with the people of Bamalowi, or Ramatowa, and  especially yes to a shortened route.	Odile		
tm_he42fcltw4p70u9n		Thanks Odile ! And if there aren't any more points, I will go that way.	Hubert		
tm_i6wzpg2ffh5axfug		I'm for going through with this project !	Hubert		
tm_k0z48j85f8pbcg6f		It aligns with our values, and even better, it will rejuvenate our association.	Hubert		
tm_ia06q0i0y8cfekgz	For the budget, I suggest we follow the estimate Isabelle made, 3200 €, plus the 3000 € for the training suggested by Émilie.	For the budget, I suggest we follow the estimate Isabelle made, 3 200 €, plus the 3 000 € for the training suggested by Émilie.	Hubert		
tm_743cq9y6s9i8kqtj	So that makes a total budget of 6200 €.	So that makes a total budget of 6 200 €.	Hubert		
tm_30ikrdjowo454axz		I hereby appoint Isabelle as project mananger.	Hubert		
tm_zmethj1d3m3e24lb		Please give her all your support.	Hubert		
tm_89fr5drhjjv06yqj		Does every agree ?	Hubert		
tm_gpg2y4gcv2gbjbgj		Yes great !	John		
tm_hotrrxvq3ouq5sut	"In the minutes, please add ""project approved unanimously with a 6200 € budget""."	"In the minutes, please add ""project approved unanimously with a 6 200 € budget""."	Hubert		
tm_y445sz14kcizqyb7		And for the duration, we will go with the 8 months you agreed on with Marc.	Hubert		
tm_3g2bxzafu76lzl0v		Do we have a name for this project ?	Hubert		
tm_t16k6akam4utawta		We'll have to find one...	Isabelle		
tm_o328pqygewhr6o0j		Thank you all for taking part in this meeting !	Hubert		
tm_hteg4vug83080xq5		I suggest we do a similar reunion in two months to check on the progress we made.	Hubert		
tm_30knjupq6l6z6t58		My assistant will choose the date according to your availabilit.	Hubert		
tm_s3f9mdvzpu3b6153		Have a nice day !	Hubert		
tm_gaklwwfvx7917wdr		This functionnal set takes in account several analysis, particularly theresults of our safety, and environmental impact, along with technical needs of the final users.	Marc		
tm_zxe31z87jt8566ug		So, that's it, you got your budget !	Marc		
tm_gr7ggidfuh65c8nu		Yes, I wasn't believing we would get this much.	Isabelle		
tm_5n3c1w3pworvx2c8		Hubert is really motivated by this project.	Isabelle		
tm_gd9zfl3de2u6a1fn		I think he loves involving his association in such innovating projects.	Isabelle		
tm_gapu2n39id4diaxm		Yes, it's a pleasure to see him that keen.	Marc		
tm_bt0amvv72iw2h24o		I came to see you, to reach an agreement on the different phases of the project.	Marc		
tm_wzbzjxanbvke117o		I've thought about it, and I think it would be great to discuss this matter together.	Isabelle		
tm_wtokj7ngvxjrauw7		During the reunion, I suggested we develop the drone in a minimal version, then I showcased two sets of options.	Isabelle		
tm_tfq1oomij6qotw61		So, I think we could divide the project in three phases, each corresponding to a coherent functional set :	Isabelle		
tm_pz75e5twj2x2r2tc		the basic drone,	Isabelle		
tm_2b94yaxnb6yu81ft		a reinforcement of safety functionnalities,	Isabelle		
tm_vyaq3zn5rqp0uva2		and a tracking system.	Isabelle		
tm_dj9j1z0cf1pagcv6		And I'd put ecoconception and anti piracy protection directly in the basic version.	Isabelle		
tm_t3wlw0a7fjdq5r9h		I was thinking almost the same way.	Marc		
tm_vjrmpkjis1p4q0pz		Just one thing on the two last points : taking into account environmental impacts should absolutely be done right from the start, and it's not negociable.	Marc		
tm_ux5v9x26gqx56xbk		On the other hand, I'd put anti-piracy protection in the last phase, because it's not particularly hard to realize, and could be placed anywhere.	Marc		
tm_nak353zhh70smxky		It would be an ajustment variable.	Marc		
tm_6jr6nioqx5m7c8jd		Fine with me !	Isabelle		
tm_d6wcgnl3tiyerwyg		Waht would you say about we use the SCRUM method ?	Isabelle		
tm_lw4gmg7waospvkb3		It seems suitable with what we're trying to do.	Isabelle		
tm_0c251r443ck3j1bu		Yes, by all means.	Marc		
tm_f1ytrgbmw1nj8yb7		Shorts sprints during 4 to 5 weeks, with each time a new version of the drone, which will allow us to see if we proceed further.	Marc		
tm_n1xrcsdzvxqp69ep		It's far better than using a V-Model.	Marc		
tm_3dzscdv8uw8cdalf		Why is SCRUM better than the V-Model ?	APPRENANT		
tm_gfr685ekc21au4en		"In the first answer, indeed the development is more flexible, and the formalism on documents is lower. On the other hand, the SCRUM method is very strict, and follows a number of mandatory steps.

The second and third answers match the principal benefits of this method."	APPRENANT		
tm_um6b57qhd2gxl5ic	The choice of a development method will be taught in the Agile Method Development of the SITA major's second year.	The choice of a development method will be taught in the <b>Agile Method Development</b> of the SITA major's second year.	APPRENANT		
tm_qiv61m0y9k3g13rp		Well, in that case, I suggest we draft a first planning who will include three sprints, plus a sprint 0.	Isabelle		
tm_m2npy64l8hb2fu3k		"I'm putting that ""Sprint 0"" to finalize the requirements and adapt it to the agile method."	Isabelle		
tm_p23vqktotj2yk2ey	"In the Agile Method, the requirement sheet is called ""Backlog"". It consists of several User Stories, who represent the expected functionalities in the SCRUM formalism."	"In the Agile Method, the requirement sheet is called ""<b>Backlog</b>"".

It consists of several ""<b>User Stories</b>"", who represent the expected functionalities in the SCRUM formalism."	APPRENANT		
tm_dbjzpsxal62fkueg		That sprint 0 will also allow me to validate the availability of the team members for the project.	Isabelle		
tm_3hdz5iegknpazsos		For the other sprints, how would you share the time and the budget ?	Isabelle		
tm_zplcqpk58tvm7t8u		Our project is to last for 8 months.	Marc		
tm_a0kjglc0hu0jvc37		If we remove two months for your sprint 0, that would let a bit more than two months for the other sprints.	Marc		
tm_5amhiyogna8v0jby		Let's say 8 week for each of them, and keep around one week to test the sytem.	Marc		
tm_lmnu0vy8x6x7i6sw		Yes, and the training of pilots could be done during the first sprint.	Isabelle		
tm_q2ko6r88vy7v8yvl		Which means we will have to build two prototypes, to lend one to the pilots, so that they can get more experience with it after their training.	Isabelle		
tm_zjqpvd0fxuk01kl0		And about the budget ?	Isabelle		
tm_be5yhf0q9005ma4e		Do you agree to stick with my initial estimations ?	Isabelle		
tm_jhywpxs16guhccqa	Yes. We have 12 hundred € for the first sprint, as it includes eco-conception,	Yes. We have 1 200 € for the first sprint, as it includes eco-conception,	Marc		
tm_4tlkqlywe486htsz		800 € for the second sprint,	Marc		
tm_62vfmhze6tdyqv5j	and 12 hundred € for the last sprint, which would include the anti-piracy protection, if everything goes well.	and 1 200 € for the last sprint, which would include the anti-piracy protection, if everything goes well.	Marc		
tm_tb47ku34yqhdaw1o		Can't we put the anti-piracy protection in the second sprint ?	Isabelle		
tm_a9mfzvpskt0k286x		That would spread the budget more evenly, which could please the direction.	Isabelle		
tm_1ldakvyuf66b3abs		OK, OK, but we lose some of the margins we had in the third sprint.	Marc		
tm_2ctr46nkd6f71mgz	Let's roll with that. 12 hundred , 1000 and 1000 € it is.	Let's roll with that. 1 200, 1 000 and 1 000 € it is.	Marc		
tm_rt8fephnk4kqgrfe		Thanks Marc !	Isabelle		
tm_8wi0ruxu8wiwhevj		No problem ! So, when do we see each other to finalize that backlog ?	Marc		
tm_sdfygpe0to7io0iq		I'm drafting a new version, more detailed than the previous one, and I'll send it in an e-mail.	Isabelle		
tm_118cmq70aa51lk5y		I'll also send you my planning, and the updated risk matrix.	Isabelle		
tm_ngqx2feufgkx4h7z		Let's say Monday, 9 AM in your office ?	Isabelle		
tm_6ioe3i5phzcpqg76		OK, I'll be there.	Marc		
tm_8ljmoldeber4zd3p		Using the SCRUM method doesn't mean we stop project planning, and risk prevision.	APPRENANT		
tm_k0ls4c9u2gb5bpk4		That's it. The requirements are finalized. All lights are green.	APPRENANT		
tm_u7saujboa1pcygq7		Can we develop now ?	APPRENANT		
tm_2mxdwv4jo6ab23xa		We now have to go through the functional architecture of the drone.	APPRENANT		
tm_om56up98at4u551t	This step will be seen in your third year, in the Functionnal Conception classes.	This step will be seen in your third year, in the <b>Functionnal Conception</b> classes.	APPRENANT		
tm_zpi8als3xaa23zvj	This step is normalized in the following INCOSE process : Architecture Definition Process.	"This step is normalized in the following INCOSE process : ""<b>Architecture Definition Process</b>""."	APPRENANT		
tm_ytbg5hl47ld8qy4o		We indeed must conceive the functionnal architecture of the drone.	APPRENANT		
tm_km8ekyurno7eq6r1		Hello you all !	Marc		
tm_tc30szunj91xksrm		Hello Marc !	Mathilde		
tm_bbvnd1j51vpwwzql		So, today, we will work on the functionnal architecture of the drone.	Marc		
tm_7cwj7ei1s7cfa6lj		Our starting material will be the finalized functionnal analysis, which includes environmental constraints, security constraints, and protection against piracy.	Marc		
tm_b5ytdhnskuf8p9cw		Let's dig a bit deeper the way we're going to dispatch the functions inside the drone.	Marc		
tm_qyefi1ftwc82j5d7		John, can you project the octopus ?	Marc		
tm_3vr056o3ma11noin		Here it is !	John		
tm_md7ypt9vnqkwf3al		What do you suggest to group these functions ?	Marc		
tm_eknij5hcnh29i142		Well, I think the functions FP4, FP5, FC2, FC4, FC6 and FC7 should all be in the same sub-system whose function would be transport and safekeeping of the medicines.	Mathilde		
tm_0s0mh2ykezwwu32e		I agree with you.	Marc		
tm_3hdt6cjmsv8nyc53		And the FC5 and FC3 functions could be linked to a stabilization subsystem ?	John		
tm_mz2m0jigq934ivhz		Yes, definitely !	Marc		
tm_ubbalnzeyde973uu		"Work goes on like this, with John and Mathilde discussing with Marc.

Two hours later, the meeting is about to end. On the board is projected the finalized functionnal schematic."	APPRENANT		
tm_sogm5vnx374b6a2q		Well, we move on quickly. We now have 5 coherent subsystems :	Marc		
tm_q7ayx2bsbbee5irp		an energy management substem,	Marc		
tm_hku89e23w9uphzcd		a stabilization subsystem,	Marc		
tm_uf6vyspvi858wt94		a transport subsystem,	Marc		
tm_fb5b3qorbt6fmxyp		a motorization subsystem,	Marc		
tm_773ux7bzr4e5p0wb		and a guidance subsystem.	Marc		
tm_8cio3d17irnsth2u		Is everyone OK with it ?	Marc		
tm_4m7msihs4mtz1c70		Yes !	Mathilde		
tm_l6xgkpbcykcxk69k		I suggest we stop here for today.	Marc		
tm_uro5p0qofsa69e5u		Nice, I'll finally be able to develop that drone !	John		
tm_i9d3se4xp12crn2q		I finally will be able to do some programming !	John		
tm_6xopz3o3khshkxyv		Can John start programming now ?	APPRENANT		
tm_yymo88pyyf1hely7		No, we still have the material architecture of the drone to do.	APPRENANT		
tm_ek5qw3t9ogk0egdn	That will be explained in the third year Functionnal Conception classes.	"That will be explained in the third year ""<b>Functionnal Conception</b>"" classes."	APPRENANT		
tm_t1yt3fwwmnqn4keg	This step is detailed in the following INCOSE process : Design definition process.	"This step is detailed in the following INCOSE process : ""<b>Design Definition Process</b>""."	APPRENANT		
tm_tyr1j2mh6zickt08		Indeed, we still have the material architecture of the drone to do.	APPRENANT		
tm_d2d79i8ejb7sy8o2		Today's goal is to see how the functions of our subsystems will be spread on the drone's physical components.	Marc		
tm_v9s0v8jv7cvhtcek		As you can see, I put all the subsystems on one side, and the pysical components on the other side.	Marc		
tm_4ci7dy3d3a8mebfc		It's up to you to associate the pysical components to the subsystems.	Marc		
tm_kknf3b3rxbgf94kv		Nice job !	Marc		
tm_zci655880sta84zn		This seems to be coherent !	Marc		
tm_8kd4p31yzsw5hsj4		"You can see here that several material architectures can answer the same functions.

In some mre complex cases, the number of possible architectures could be huge. 

The system's engineer must use his knowledge, and some methods to choose the one that will answer to the need the best way possible."	APPRENANT		
tm_iyz7gmz51cnakco8		Nice, can I start programming now ?	John		
tm_omb0rwsmmkgqu4f8		Will John fianlly be able to start programming now ?	APPRENANT		
tm_9rqtralzrihcfjz0		Not quite... There's still a step before poor John is allowed to program : realize the software conception of the system.	APPRENANT		
tm_58gmruuzavhcdxzf	This step would correspond to the Software Development Process of the INCOSE standard.	"This step would correspond to the ""<b>Software Development Process</b>"" of the INCOSE standard."	APPRENANT		
tm_6pr6d1yk5t4ry0qv		"This step will be explained during the ""Object Oriented Conception"" classes you will follow in the 8th semester of the SITA major."	APPRENANT		
tm_t8y1rnv7ottj78ls		Sadly John, it's still too early for you to start programming.	Marc		
tm_nh3pkaw4t12opjsr		We first need to give a structure to our code, and for that, we will use the object oriented conception.	Marc		
tm_q750e6hqr9r40nhh		I'll let you next week to think about it.	Marc		
tm_ah8so1mugmitmqj2		Try thinking about all of the use cases, and the classes you can deduct from them.	Marc		
tm_2o4spz265dvzesgq		Have a nice weekend !	Marc		
tm_wd18v0nfjytym37m		I gotta go to my mission in Nairobi !	Marc		
tm_gndb0i42cjnbivz5		Lucky you ! Please bring us some Ugali for our next meal !	Mathilde		
tm_0yr8z6w5s8fkyn2s		Not easy, but I'll try ...	Marc		
tm_hqj0coltiibx47tf		John will again have to wait for another step : realize the softaware conception of the system.	APPRENANT		
tm_wijvfrkak2smyi9p		Marc came back from Nairobi.	APPRENANT		
tm_19o360qtuet2jt6w		So, did you take some time to think about the software conception of our drone ?	Marc		
tm_qupw49ynkawgu26d		Yes, but I only focused on the software that will be flashed in the drone's microprocessor.	Mathilde		
tm_onmzek2k6qf1s813		I didn't have time to think about the localization app.	Mathilde		
tm_th1gpg9bb4c6jof6		That's alright.	Marc		
tm_e5ikguocwbghx628		We'll see that later...	Marc		
tm_le1ng4z09p35bgay		Well, the software has several functions to manage :	Mathilde		
tm_tf6tep21f0oadsjw		For the guidance function, the program mut analyse the signals received from the remote, and convert them in power, and rotation speeds on the yaw, roll, and pitch axis.	Mathilde		
tm_h4l5krtcv7r20rda		For the stabilization function, the program will have to analyse the output of the inertial unit, calculate the yaw, roll and pitch rotation speeds, and compare them to the orders from the guidance function, then apply a PID to fianlly compute the correction on each axis to stabilize tha drone.	Mathilde		
tm_aw2jgnmumv6amzpf		Fianlly, for the motorization function, the program has to convert each axis correction, to a motor command on the four engines.	Mathilde		
tm_t72dy33jrqz93bm7			Mathilde		
tm_c3qo7lqxambd8hx1		Is eveyone with me ?	Mathilde		
tm_qm79u7a9kpyu26nj		John, can you send me a buoy ? I'm sinking...	Marc		
tm_ep9bpuugem46z7pw		I think I need one too...	John		
tm_110v9lvrt22rmics		OK, that's not very important.	Mathilde		
tm_6er1s5u4v165gpuy		What you have to remember is this diagram.	Mathilde		
tm_vnc5zq81h1y1xqhm		From this diagram, I extracted most of the objects, and methods I would need to make that appliaction.	Mathilde		
tm_gmfyg3bc06gut18i		"You will see that in more details in the ""Object Oriented Conception"" classes of the SITA major."	APPRENANT		
tm_hpsjg5a35nb3k3cq		Perfect, that's more understandable.	Marc		
tm_fmti87ffh1p7jjwd		John, I got good news for you !	Marc		
tm_m3y8k3s871zn2uba		You will finally be allowed to develop the software !	Marc		
tm_8iupvy3kqq0mb2gm		Finally !	John		
tm_s8puawo4agt4w1nn		But before that, draft proper ducments using the models we usually use.	Marc		
